season_year,player_id,first_name,last_name,team,assists,assists_event,assists_per_game,birth_date,catches,even_strength_goals,faceoff_pct,faceoffs_total,faceoffs_won,game_winning_goals,games,goals,goals_against,goals_event,goals_per_game,height_cm,ice_time_min_per_game,ice_time_s,is_goalie,name,nationality,pim,pim_event,plus_minus,points,points_event,points_per_game,position,powerplay_goals_event,pp_assists,pp_goals,primary_assists,save_pct_calc,saves,secondary_assists,sh_assists,sh_goals,shooting_pct,shoots,shorthanded_goals_event,shots,shots_from_shotmap,shots_per_game,team_side,weight_kg
2025,60809982,VINCENT,MARLEAU,HIFK,20,20,0.312,1999-07-05,,11,,0,0,2,64,22,0,22,0.344,188,0.0,0,False,VINCENT MARLEAU,CAN,16,16,0,42,42,0.656,OL,11,0,0,11,,0,9,0,0,9.24,RIGHT,0,238,238,3.719,home,86
2025,40245614,RADEK,KOBLIZEK,KooKoo,22,22,0.373,1997-10-20,,16,,0,0,4,59,20,0,20,0.339,175,0.0,0,False,RADEK KOBLIZEK,CZE,12,12,0,42,42,0.712,OL,4,0,0,11,,0,11,0,0,8.81,RIGHT,0,227,227,3.847,away,73
2025,60854853,DANIEL,BRICKLEY,Tappara,32,32,0.464,1995-03-30,,5,,0,0,3,69,10,0,10,0.145,191,0.0,0,False,DANIEL BRICKLEY,USA,32,32,0,42,42,0.609,VP,5,0,0,17,,0,15,0,0,2.85,LEFT,0,351,351,5.087,home,101
2025,40049925,SANTERI,HUOVILA,JYP,33,33,0.55,2004-07-16,,5,,0,0,0,60,9,0,9,0.15,176,0.0,0,False,SANTERI HUOVILA,FIN,10,10,0,42,42,0.7,VL,4,0,0,23,,0,10,0,0,9.68,LEFT,0,93,93,1.55,home,66
2025,22148966,Mikko,Kousa,SaiPa,37,37,0.457,1988-05-11,,3,,0,0,2,81,5,0,5,0.062,175,0.0,0,False,Mikko Kousa,FIN,42,42,0,42,42,0.519,OP,2,0,0,13,,0,24,0,0,1.23,RIGHT,0,408,408,5.037,away,85
2025,25489224,EETU,TUULOLA,HPK,22,22,0.355,1998-03-17,,7,,0,0,2,62,19,0,19,0.306,188,0.0,0,False,EETU TUULOLA,FIN,58,58,0,41,41,0.661,OL,11,0,0,9,,0,13,0,0,8.23,RIGHT,1,231,231,3.726,away,102
2025,60859894,PATRICK,KHODORENKO,Lukko,23,23,0.324,1998-10-13,,15,,0,0,3,71,18,0,18,0.254,183,0.0,0,False,PATRICK KHODORENKO,USA,40,40,0,41,41,0.577,KH,3,0,0,13,,0,10,0,0,9.57,LEFT,0,188,188,2.648,home,91
2025,30793837,ELIAS,VILÉN,Pelicans,24,24,0.343,2001-01-01,,6,,0,0,1,70,17,0,17,0.243,178,0.0,0,False,ELIAS VILÉN,FIN,26,26,0,41,41,0.586,KH,10,0,0,16,,0,8,0,0,10.37,LEFT,1,164,164,2.343,away,78
2025,33562230,OIVA,KESKINEN,Tappara,24,24,0.348,2004-02-28,,11,,0,0,3,69,17,0,17,0.246,182,0.0,0,False,OIVA KESKINEN,FIN,28,28,0,41,41,0.594,KH,5,0,0,13,,0,11,0,0,10.24,LEFT,1,166,166,2.406,home,82
2025,32869811,RONI,KARVINEN,SaiPa,17,17,0.21,2002-10-22,,11,,0,0,3,81,23,0,23,0.284,184,0.0,0,False,RONI KARVINEN,FIN,26,26,0,40,40,0.494,VL,12,0,0,10,,0,7,0,0,9.35,LEFT,0,246,246,3.037,away,91
2025,31803661,EETU,PÄKKILÄ,TPS,20,20,0.308,1999-10-03,,15,,0,0,3,65,20,0,20,0.308,182,0.0,0,False,EETU PÄKKILÄ,FIN,12,12,0,40,40,0.615,VL,5,0,0,6,,0,14,0,0,10.47,LEFT,0,191,191,2.938,away,76
2025,31896306,VILJAMI,NIEMINEN,Sport,21,21,0.309,2001-12-28,,10,,0,0,4,68,19,0,19,0.279,179,0.0,0,False,VILJAMI NIEMINEN,FIN,14,14,0,40,40,0.588,OL,9,0,0,12,,0,9,0,0,8.84,LEFT,0,215,215,3.162,home,82
2025,30636693,ALEKS,HAATANEN,Jukurit,22,22,0.344,2000-11-16,,11,,0,0,4,64,18,0,18,0.281,177,0.0,0,False,ALEKS HAATANEN,FIN,30,30,0,40,40,0.625,VL,7,0,0,13,,0,9,0,0,8.14,RIGHT,0,221,221,3.453,home,85
2025,60348447,PATHRIK,WESTERHOLM,Lukko,23,23,0.324,1992-01-06,,16,,0,0,0,71,17,0,17,0.239,181,0.0,0,False,PATHRIK WESTERHOLM,SWE,10,10,0,40,40,0.563,KH,1,0,0,11,,0,12,0,0,10.56,LEFT,0,161,161,2.268,home,85
2025,23441604,PETER,TIIVOLA,Ässät,24,24,0.343,1993-09-05,,10,,0,0,3,70,16,0,16,0.229,192,0.0,0,False,PETER TIIVOLA,FIN,32,32,0,40,40,0.571,KH,6,0,0,14,,0,10,0,0,12.7,LEFT,0,126,126,1.8,home,91
2025,60342516,VILMOS,GALLO,KooKoo,25,25,0.391,1996-07-31,,15,,0,0,0,64,15,0,15,0.234,182,0.0,0,False,VILMOS GALLO,HUN,28,28,0,40,40,0.625,VL,0,0,0,18,,0,7,0,0,10.0,LEFT,0,150,150,2.344,away,86
2025,60790487,NATHAN,SCHNARR,JYP,21,21,0.35,1999-02-25,,14,,0,0,2,60,18,0,18,0.3,191,0.0,0,False,NATHAN SCHNARR,CAN,24,24,0,39,39,0.65,KH,4,0,0,10,,0,11,0,0,10.53,RIGHT,0,171,171,2.85,home,82
2025,30687613,ANTTI,SAARELA,Lukko,22,22,0.31,2001-06-27,,14,,0,0,0,71,17,0,17,0.239,180,0.0,0,False,ANTTI SAARELA,FIN,43,43,0,39,39,0.549,VL,2,0,0,13,,0,9,0,0,7.26,LEFT,1,234,234,3.296,home,87
2025,28262723,PATRIK,VIRTA,Kärpät,22,22,0.367,1996-03-06,,13,,0,0,4,60,17,0,17,0.283,177,0.0,0,False,PATRIK VIRTA,FIN,26,26,0,39,39,0.65,KH,4,0,0,10,,0,12,0,0,11.11,RIGHT,0,153,153,2.55,away,82
2025,30356928,SANTERI,VIRTANEN,K-Espoo,24,24,0.369,1999-05-11,,11,,0,0,0,65,15,0,15,0.231,188,0.0,0,False,SANTERI VIRTANEN,FIN,26,26,0,39,39,0.6,KH,4,0,0,14,,0,10,0,0,11.63,LEFT,0,129,129,1.985,away,92
2025,40005621,SANTERI,AIROLA,SaiPa,25,25,0.309,2000-06-29,,10,,0,0,4,81,14,0,14,0.173,180,0.0,0,False,SANTERI AIROLA,FIN,46,46,0,39,39,0.481,OP,4,0,0,10,,0,15,0,0,3.83,RIGHT,0,366,366,4.519,away,81
2025,60751920,PETR,KODYTEK,HIFK,27,27,0.422,1998-08-17,,9,,0,0,4,64,12,0,12,0.188,168,0.0,0,False,PETR KODYTEK,CZE,105,105,0,39,39,0.609,KH,3,0,0,14,,0,13,0,0,6.78,LEFT,0,177,177,2.766,home,70
2025,60348448,PONTHUS,WESTERHOLM,Lukko,18,18,0.254,1992-01-06,,19,,0,0,2,71,20,0,20,0.282,182,0.0,0,False,PONTHUS WESTERHOLM,SWE,20,20,0,38,38,0.535,OL,0,0,0,12,,0,6,0,0,10.26,RIGHT,1,195,195,2.746,home,86
2025,60902372,CARL,KLINGBERG,Ilves,20,20,0.4,1991-01-28,,11,,0,0,2,50,18,0,18,0.36,191,0.0,0,False,CARL KLINGBERG,SWE,34,34,0,38,38,0.76,OL,6,0,0,12,,0,8,0,0,11.32,RIGHT,1,159,159,3.18,home,102
2025,60866832,WYATT,KALYNUK,Pelicans,26,26,0.371,1997-04-14,,7,,0,0,1,70,12,0,12,0.171,188,0.0,0,False,WYATT KALYNUK,CAN,57,57,0,38,38,0.543,VP,5,0,0,14,,0,12,0,0,5.24,LEFT,0,229,229,3.271,away,82
2025,60621357,DANIEL,GAZDA,Ilves,26,26,0.366,1997-08-13,,10,,0,0,2,71,12,0,12,0.169,186,0.0,0,False,DANIEL GAZDA,CZE,16,16,0,38,38,0.535,OP,2,0,0,16,,0,10,0,0,4.15,RIGHT,0,289,289,4.07,home,91
2025,34132533,ARTTU,TUOMAALA,K-Espoo,27,27,0.415,2001-11-10,,10,,0,0,3,65,11,0,11,0.169,183,0.0,0,False,ARTTU TUOMAALA,FIN,18,18,0,38,38,0.585,OL,1,0,0,15,,0,12,0,0,9.82,LEFT,0,112,112,1.723,away,84
2025,33209030,Jere,Lassila,JYP,29,29,0.483,2004-03-08,,5,,0,0,1,60,9,0,9,0.15,179,0.0,0,False,Jere Lassila,FIN,44,44,0,38,38,0.633,KH,4,0,0,10,,0,19,0,0,9.18,LEFT,0,98,98,1.633,home,79
2025,30851669,HEIKKI,HUTTUNEN,HPK,19,19,0.306,1998-09-25,,13,,0,0,2,62,18,0,18,0.29,180,0.0,0,False,HEIKKI HUTTUNEN,FIN,22,22,0,37,37,0.597,OL,4,0,0,12,,0,7,0,0,11.76,RIGHT,1,153,153,2.468,away,83
2025,30821864,PETTERI,PUHAKKA,Tappara,19,19,0.275,2001-04-11,,11,,0,0,4,69,18,0,18,0.261,179,0.0,0,False,PETTERI PUHAKKA,FIN,22,22,0,37,37,0.536,VL,6,0,0,12,,0,7,0,0,11.54,LEFT,1,156,156,2.261,home,77
